claim,label
۲۷ درصد هیأت علمی دانشگاه‌ها را زنان تشکیل می‌دهند.,true
Bir milyon 350 bin Suriyeli var ve hiçbir kontrol ve kayıt yok,mostly true
"Biz İran'ın doğalgaz ihracatının ciddi kısmını, yüzde 90-95'lik kısmını alıyoruz. Fiyatlar noktasında en pahalı doğalgazı İran'dan ithal ediyoruz.",true
(Türkiye) 34 yıl boyunca ya 2 haneli ya da 3 haneli enflasyon dönemlerini yaşadı... tek haneli rakam 2004 yılında görüldü...2012 yılında enflasyonda ulaşılan rakamın son 44 yılın en düşük oranı,true
"Cumhurbaşkanı bütçelerine bakalım. Ahmet Necdet Sezer'in 7 yılda harcadığı 167,4 milyon lira. Abdullah Gül 7 yılda 722 milyon lira harcadı. Erdoğan'ın, 1,5 yılda harcadığı para 2 milyar 800 milyon lira.",mostly true
"Türkiye’de 1992’den beri 1000-1200 işçinin hayatını kaybettiğini her yıl görüyoruz. Şu dönemde yüksek, bu dönemde düşük dememiz bir şey ifade etmiyor",true
Alle Jobcenter ab Mittwoch wegen Corona geschlossen,mostly true
"Bill Gates hat am Mittwoch bei CNBC verraten, warum er uns alle impfen will: Für einen Gewinn von 2000 Prozent",mostly false
2002’de AKP’den önce 15 bin taşeron çalışıyordu devlet kademelerinde. Bugün 661 bin olmuş.,mostly true
درآمد پزشکان ایرانی (با احتساب برابری قدرت خرید) بیش از همه جای دنیا است.,mostly true
"BM Gerçekleri Tespit Etme Komisyonu benim teklifim üzerine kuruldu... Yine bizim çalışmalarımız sayesinde Gazze saldırıları resmi rapor haline geldi, tarihinde ilktir.",true
Kızamık aşısının kadınların yüzde 55'inde romatoit artrit gelişmesine neden olduğu iddiası,false
"26 Şubat’ta 2,5 milyon istihdamı hayata geçireceğiz dedi. Kasım’ın başındayız istihdamda 2,5 milyonluk artış yok, düşüş 890 bin. Söylediğinden 3,3 milyon yanılmış",false
"Dokument der Weltbank beweist, dass Quarantäne-Maßnahmen am 25. März 2025 enden.",false
"Yaklaşık 2,5 milyon işsiz, iş bulmaktan umudunu kesmiş. Dünyanın hiçbir yerinde umudunu yitirmiş böyle bir nüfus yok.",false
"1 milyon kişi başına düşen üniversite sayısı Türkiye'de 2,2 iken, bu sayı ABD, Danimarka, Malezya, Polonya, İsviçre ve Norveç'te 10'u geçmiştir.",mostly true
"Corona und das neue Gesundheitsregiment: Söder will Ärzten die Zulassung entziehen, wenn sie nicht impfen",mostly false
"1960'tan bu yana işsizlik oranlarında en kötü 10 yıl, AK PARTİ iktidarıyla geçen son 10 yıldır.",true
"2016'da açılan işyerinin, toplama (işyerine) oranı yüzde 14,1; kapanan işyerinin ise yüzde 5,2 oldu.",mostly true
80 yılda yapılan 58 fen lisesi sayısını 302´ye çıkardık.,mostly true
13 yılda 135 milyar dolar yabancı yatırım Türkiye’ye geldi,mostly false
"Türkiye´nin eğitime ayırdığı pay milli gelirin yüzde 5,8´inden fazladır. Bu oranla biz Avrupa´da eğitime en fazla kaynak ayıran ülkeyiz. Türkiye´den daha fazla eğitime kaynak ayıran ülke yok.",false
Türkiye'de asgari ücret 280 dolara indi. 280 dolarlık asgari ücret Avrupa'nın neresinde var?,mostly true
Çocuk suçluluk oranları son 5 yılda yüzde 100 arttı..,mostly true
Fotoğrafın Latin alfabesine geçiş sırasındaki bir propaganda afişini gösterdiği iddiası,true
Gürcistan’dan Türkiye’ye girerken yol tabelasında “Good Luck” yazıyor iddiası,true
Fotos von Busfahrern ohne Schutzmasken: Fahren Evakuierte nach Coronavirus-Ausbruch in Krankenhaus,mostly true
1998 yılındaki 8 yıllık zorunlu eğitimin ardından çocuk gelin sayısında azalma olmuştur...,mostly true
İYİ Parti'nin seçimlere giremeyeceğini belirten YSK belgesi,false
"İzmir Ankara’ya 5 veriyor, siz İzmir’e 1 veriyorsunuz.",mostly true
"İşsizlik oranı bütün kriz dönemlerini aştı yüzde 10,9 oldu.",true
"Türkiye'de gelir dağılımı düzeliyor. 2002 yılında en fakirle en zengin arasındaki gelir farkı ne kadardı? 9,5 kattı. Bugün ne kadar? 7,4 kat.",mostly true
Grafik: Vergleich Influenza und Corona,mostly false
"BM Gerçekleri Tespit Etme Komisyonu benim teklifim üzerine kuruldu... Yine bizim çalışmalarımız sayesinde Gazze saldırıları resmi rapor haline geldi, tarihinde ilktir.",true
"Von der Leyen tritt zurück, bekommt Beratervertrag",mostly false
Kamudan KHK’ler ile ihraç edilenlerin 41.705’i (yüzde 31) eğitim ve yükseköğretim kurumlarından.,mostly true
"Der Polizist, der in Leipzig verletzt wurde, sei gestorben",false
İşsizlik geldi yüzde 12’ye dayandı. Hiçbir kriz döneminde bu kadar yüksek işsizlik olmamıştı.,mostly false
14 yılda 6 bin 100 kilometrenin üzerine 18 bin 500 kilometre daha yol koyduk.,mostly false
Hatay'da yanan arazinin ihaleye açılan maden arazisi olduğu iddiası,mostly false
"Angela Merkel sagt, Pleiten und Insolvenzen müssen hingenommen werden bis ein Impfstoff da ist",false
Verschlüsselte E-Mails sind nicht sicher,mostly true
2002’de 242 milyar lira olan kamu ve özel sektör toplam yatırım miktarını 2017'de 929 milyar liraya çıkarttık.,false
"2002 yılında 500 bin senet vadesinde ödenmediği için protesto edilmişti, şimdi bu miktar tam 1 milyona çıktı.",true
"Unter der Überschrift „Deutsche Linke empört: Israel gewinnt ESC” schreibt der Autor Ramiro Fulano in seinem Satire-Artikel über vermeintliche Kritik von Medien, Gewerkschaften, SPD, Grünen und Linken an dem israelischen Sieg beim Eurovision Songcontest (ESC).",mostly true
آمریکا از همان ابتدا به اجرای تعهداتش وفادار نماند، متعاقباً دولت فعلی آمریکا به بهانه‌های واهی با نقض تعهدات خود، از این توافق خارج شد.,false
"Ücretsiz aile işçisi çocukların sayısı 362 binden, 413 bine çıktı",true
"Kanal İstanbul için merkezi hükumetin harcayacağı para, Çevre ve Şehircilik Bakanlığı’nın depremden bu ülkeyi kurtaracak kentsel dönüşüme ayırdığı paranın tam 7 katıdır",true
Corona habe sich als mittelschwere Grippe entpuppt.,mostly false
"İstanbul dünyanın en çok nüfusa sahip 15. kenti, GSYH’nin dörtte birini üreten, vergilerin %40'ını veren, tek başına bir ülke olsaydı dünyanın en büyük 25-30 ekonomisinden biri olurdu.",mostly true
Videonun yeni İstanbul Havalimanı'nı su bastığını gösterdiği iddiası,false
Hollanda'da suçlu olmadığı için hapishaneler kapatılıyor,true
"1986 yılında nükleerin elektrik üretimindeki payı yüzde 16’ydı, bugün yüzde 11’e düştü.",mostly true
"Akşam, 'Atatürk Havalimanı güvenli' haberini saldırının ardından kaldırdı",true
(“Çocukların cinsel istismarı” başlıklı 103. madde çerçevesinde açılan) “... davalarda 2006’dan 2011’e yüzde 697’lik bir artış söz konusu.,false
Cumhurbaşkanlığı Külliyesi’nin 1 dakikalık masrafı bir asgari ücret ile aynı.,true
ABD’de yedi ay içerisinde sivil ölümleri 560'ı aşmış durumda.,true
Pharma-Milliardär wegen Verschwörung und Drogenkartell verhaftet.,mostly true
"Türkiye, geçen yıl gerçekleştirdiği yüzde 7,4'lük büyüme ile G-20 ülkeleri arasında ilk sırada yer aldı, OECD ülkeleri arasında ise en çok büyüme gösteren ikinci ülke olduk.",true
بیش از ۴۰۰ هزار دانش آموز افغانستانی در مدارس ایران تحصیل می‌کنند و به طور متوسط هر دانش‌آموز ۶۰۰ یورو هزینه دارد.,mostly true
"Yaklaşık 300 bin yurttaşımız her yıl bu şekilde gezici, mevsimlik işçi olarak Türkiye'yi dolaşıyorlar",mostly true
Bu yılın ilk 9 ayında havayollarında yolcu trafiği yüzde 18 arttı.,false
"Resmi rakamlara göre, 2008'den bu yana toplam 45 trans kadın öldürülmüş. Bu veri Avrupa ülkeleri arasındaki en yüksek rakam.",true
Türkiye yayıncılık sektörü büyüklüğü açısından dünyanın 12’inci büyük ülkesidir,mostly true
"2002 yılında 20,8 milyon hektar olan orman varlığımızı, yaptığımız çalışmalarla 21,7 milyon hektara çıkardık.",true
با بالاگرفتن بحران کرونا در ایتالیا، مردم این کشور پول‌های خود را به خیابان ریخته‌اند.,false
Keine Medienberichterstattung über Brände im Amazonasgebiet,mostly false
Fotoğrafın AK Parti milletvekili Radiye Sezer Katırcıoğlu'nun camide konuşma yaptığını gösterdiği iddiası,true
10’ar yıllık dönemlerine böldüğümüzde işsizlikte en kötü 10 yılı yaşıyoruz. Sadece üniversite mezunu işsiz sayımız BM’de tanınan sayıya göre 70 ülkenin nüfusundan daha fazla.,mostly true
"Avrupa'da % 27 olan dolaylı vergi oranı Türkiye'de % 69 ile rekor seviyeye ulaştı.Yani Türkiye'de dolaylı vergiler Avrupa Birliğinin 2,5 katı.",mostly true
... son 3 yılda hırsızlık ve yolsuzluk gibi olaylar yüzde 68 nispetinde artarak 50 binden 84 bine ulaştı.,mostly true
Rusya kaynaklı nükleer sızıntı ve radyoaktif bulutların Türkiye'den geçtiği iddiası,mostly false
"Türkiye 2000’lerin başında dünyanın en büyük 15 imalat sanayi ekonomisinden biri iken, bu ligden düştü.",true
کنگره آمریکا در دو سال گذشته (۹۶ و ۹۷)، ۲۲۶ طرح و لایحه علیه جمهوری اسلامی ایران ارائه و یا تصویب کرده است.,mostly true
Sabancı Ailesi’nden bazı isimlerin Malta vatandaşlığına geçtiği iddiası,true
Vergewaltigung durch Muslimclan,false
"Eurostat'a göre ithal ve yerli alkollü içki sıralamasında Türkiye, Avrupa'da alkollü içkinin en pahalı olduğu 3. ülke konumundadır. 2018 OECD verilerine göre, ülkemizde son 10 yılda rakıda %443, birada ise %365 artan ÖTV oranı, Türkiye'yi dünya sıralamasında en yüksek alkollü içki vergisi sıralamasında 6. sıraya taşımıştır.",true
Zitate von Politikern der Grünen Partei,mostly false
(Kadın) cinayetlerde de üst sıradayız.,mostly true
2009 yılından beri İsrail’le en yüksek ticaret yaşandı.,true
Lügenpresse verschweigt Gerichtsurteil: Plötzlicher Kindstod (SIDS) von Impfungen verursacht!,mostly false
Hanehalkı borçlanması 60 katına çıkmış.,mostly true
Bakan Pakdemirli'nin patates firmasında danışmanlık yaptığı iddiası,true
Die Regierung macht ab 4. Juli zwei Monate Sommerpause!!,mostly false
Japonya’da dağlar ziyaret edilirken ayakların silindiği iddiası,false
Okuma becerisi açısından Slovakya’dan sonra sondan ikinciyiz.,mostly false
Yeni Ekonomi Programı YEP açıkladılar. Dördüncü defa. İlk 3'ünde hiçbir hedef tutmamıştı,false
Videonun 30 Ekim 2020 İzmir depremindeki kurtarma çalışmalarından olduğu iddiası,false
Jusos wollen Abtreibungen bis zum letzten Tag des 9. Monats legalisieren,mostly false
Asgari ücret 8 Avrupa Birliği ülkesinden fazla...,true
"Türkiye'nin 2002’de 130 milyar dolar olan brüt dış borcu 2016'nın ilk yarısı itibariyle 421.4 milyar dolara yükseldi, AK Parti hükümetleri döneminde Türkiye'nin dış borcu yüzde 225.2 oranında arttı.",true
Karantina şartlarına uymamak TCK’ya göre suçtur,true
Verschlüsselte E-Mails sind nicht sicher,mostly true
"Ar-Ge Reform Paketi öncesinde Konya'da 2 adet olan Ar-Ge Merkezi sayısı, bugün 22'ye çıktı.",true
OECD ülkeleri arasında en yüksek faiz ödeyen ülke Türkiye’dir.,true
Otoriter rejimlerde enflasyon oranları demokrasilerdeki ortalamanın neredeyse 20 katı.,mostly true
Türkiye yayıncılık sektörü büyüklüğü açısından dünyanın 12’inci büyük ülkesidir,mostly true
"Bir zamanlar 1 milyon lira varmış. Sonra 6 sıfır atılmış, 1 lira olmuş 1 milyon lira. O zamanlar 1 milyon lira ile 78 gram et alınabiliyormuş. Şimdinin 1 lirası ile 25 gram!",mostly true
"İstanbul dünyanın en çok nüfusa sahip 15. kenti, GSYH’nin dörtte birini üreten, vergilerin %40'ını veren, tek başına bir ülke olsaydı dünyanın en büyük 25-30 ekonomisinden biri olurdu.",mostly true
Almanya’da bir Japon kafesinde Atatürk’e özel köşe yapıldığı iddiası,mostly false
"Türkiye, geçen yıl gerçekleştirdiği yüzde 7,4'lük büyüme ile G-20 ülkeleri arasında ilk sırada yer aldı, OECD ülkeleri arasında ise en çok büyüme gösteren ikinci ülke olduk.",true
Neil deGrasse Tyson’ın 2 Kasım'da dünyaya meteor çarpacağını söylediği iddiası,false
Maaßen packt aus: Terrorzelle in Chemnitz ist Erfindung der ReGIERung aus Angst vor AfD,false
Ağustos ayında tüm zamanların en yüksek (ihracat) değerine ulaştık.,true
Die Grundrente liege 10 Prozent über dem Hartz-4-Satz. Das seien 46 Euro.,mostly false
İspanya'daki Kim Milyoner Olmak İster? programında sorulan soru iddiası,false
Çocuk gelinlerde dünya üçüncüsüyüz.,false
Ben 2002’de Hazineden sorumlu bakan olarak başladığımda Türkiye’de faizler %66 idi. Enflasyon %29’du. Ülkede 35 yıl çift haneli enflasyon görmüştük. Tek haneli enflasyonu Türkiye’de hemen birkaç yıl içerisinde gördük.,mostly true
15 yılda asgari ücreti yaklaşık 9 kat artırmış olduk ve hiçbir zaman da enflasyonun altına düşürmedik.,mostly false
Die Anwesenheit des Kindes in der Schule reicht laut WHO als Einwilligung zur Impfung,mostly true
Fahndung nach Tatverdächtigem einer Sexualstraftat in Stralsund,mostly false
(Kadın) cinayetlerde de üst sıradayız.,mostly true
Osman Sarıgün'ü serbest bırakan savcı Ensar Vakfı'nın Ankara Şube Başkanı mıydı?,true
"İş gücüne katılım oranı, dünyada ortalama yüzde 63, İslam dünyasında yüzde 59. İşsizlik oranı dünyada yüzde 11, İslam ülkelerinde yüzde 17.",mostly false
"2013 yılındaki 407 bin iş davasının 190 bini sonuçlandırıldı, 217 bini sonraki yıla devretti.",mostly true
"Süt üreticileri de girdi maliyetleri ve ürün fiyatı makası arasında her yıl zarar etmektedir. 2002’de 15 kg süt ile 1 torba yem alınabilirken, 2016’da 40 kg süt ile 1 torba yem alınabiliyor.",false
"2008’de Aile Kurumu başkanıyken, ceza mahkemelerinden aile cinayetleri ve teşebbüsleri ile ilgili istatistik istemiştik. Oradaki istatistiklerle şu anki istatistikler arası çok değişmedi. Yani artış yok.",mostly false
Vater von Tobias R. ist Grüner,mostly false
"Gelişmiş ülkelere bakalım, görüyoruz ki tamamına yakınında başkanlık sistemi var.",false
Video vom Strand der Stadt Latakia soll „Syrien im Jahr 2019“ zeigen,mostly false
"1986 yılında nükleerin elektrik üretimindeki payı yüzde 16’ydı, bugün yüzde 11’e düştü.",mostly true
Video von Randale in Flüchtlingsunterkunft in Rees,mostly false
Foto zeigt Zerstörung durch Antifa am 29. August 2020 in Berlin,false
"18 yıl önce, sahra altı Afrika ülkeleri ile dış ticaret hacmimiz 580 milyon dolar gibi oldukça düşük bir seviyedeydi. 2015’te ise, 6 milyar dolar seviyesine yaklaştı.",true
"İş Kanunu gereği, kamu kuruluşları yüzde 4, özel sektör yüzde 3 engelli çalıştırmak zorunda. Kamuda, çalışan personelin karşılığı olarak 61 bine yakın engelli çalıştırma zorunluluğu var. Kamuda yaklaşık 35 bin engelli çalışıyor.",mostly true
Bekanntester Popstar aus Deutschland stirbt bei Unfall,false
Türkiye her yıl 50 milyar faiz gideri ödüyor.,mostly true
„Marokko steht auf Platz 20 der sicheren Länder und Deutschland auf Platz 51“,mostly false
موسسات معتبر بین‌المللی ایران را جزو امن‌ترین کشورهای جهان برای سفر معرفی کرده‌اند.,mostly true
Amatör kulüplere bu yıl yaklaşık 50 milyon lira yatırım yaptık.,mostly true
70’ten fazla ülkeye vatandaşlarımız vizesiz girebiliyor.,false
Baby wurde direkt nach Geburt Maske aufgesetzt,false
"Vier Beispiele, warum Impfungen gefährlich sind",mostly false
Starbucks hat in Österreich 800 Millionen Umsatz gemacht und nur 800 Euro Steuern gezahlt.,mostly false
"BOUS: SCHAF GESTOHLEN, GESCHÄNDET UND GETÖTET",mostly false
Videonun Malezya'da ölümünden 10 yıl sonra vücudunda hiçbir çürüme yaşanmayan hafızı gösterdiği iddiası,false
AKP’nin uyguladığı enerji politikaları dışa bağımlılık üzerine kurulu. 2000’de yüzde 67 olan enerjide dışa bağımlılık 2017’de yüzde 76’ya ulaştı.,mostly true
"2016'nın ilk 6 ayında elektrik tüketiminde yüzde 5,3 artış var.",true
"Son 15 yılın performansına bakıyorum, her alanda olduğu gibi tarım alanında da 3-4 misli büyümemiz olmuş.",mostly true
"Dünya genelinde elektrikte kayıp kaçak oranları yüzde 3 düzeyinde, Türkiye'de de bu oran yüzde 2,5.",mostly false
"Son 20 yılın en yüksek tek ayı geldi gıda enflasyonunda, %6,5’a yakın.",mostly false
"Milanković-Zyklen: Nasa habe „herausgefunden“, dass der Klimawandel nicht menschengemacht, sondern durch „Veränderungen in der Umlaufbahn der Erde um die Sonne und Veränderungen der Axialneigung verursacht“ wird",false
Türkiye son 10 yılda 120 milyar doların üzerinde gıdası için tarım ürünü ithal etti.,mostly false
...devlete ve özel sektöre ait yatak kapasitesi ihtiyacın yüzde 10'unu karşılayabiliyor.,mostly true
"2014 yılında dünyanın 23 büyük ekonomisi içerisinde (ahbap-çavuş ekonomisi) kapsamında 14. sırada olan Türkiye, 2016’da 8. sıraya çıktı.",true
Türkiye'de asgari ücret 280 dolara indi. 280 dolarlık asgari ücret Avrupa'nın neresinde var?,mostly true
Foto von Kreuzfahrtschiff in Venedig,false
"Für Elektroautos von „Grünen-Wählern“: Angebliche Geschichte eines Jungen aus dem Kongo, der täglich „zwölf Stunden für ein bis zwei Dollar am Tag in einer Kobaltmine“ arbeite",mostly false
dünyada azalan et fiyatları Türkiye'de artmaya devam ediyor.,true
Cumhuriyet tarihinde ilk kez işsiz sayısı çalışan işçi sayısını geçti.,false
Kişi başına gelir sıralamasında 2005'te bu memleket 56'ncıydı bugün 64'üncü.,mostly true
Türkiye'de son 15 yılda hane halkının toplam borcu tam 75 kat artarak bugün 550 milyar TL'ye ulaşmıştır.,true
"(2002 – 2012 enerji kaynak kullanımı) doğal gaz kullanımı yüzde 17 iken yüzde 32 seviyelerine çıkmış,  petrol kullanımı yüzde 41 iken yüzde 26 seviyesine düşmüş, ""yenilenebilir enerji"" kaynakları yüzde 0,3’ten yüzde 4’e çıkmıştır.",mostly true
"94 öncesi İstanbul’da nefes bile alınamazken bugün hava kalitesinde dünyanın en iyi 3. metropolü olduysak, bunda Cumhurbaşkanımızın İstanbul’da başlattığı projelerin büyük payı var.",false
"Karakeçili'de 12 köyün kullandığı Yeşilırmak ve vadisine hidroelektrik santrali yapılmaya çalışılıyor. Yapılacak 3,5 MW’lık (kurulu güçlü) santral 64. Hükümet programındaki ‘10 MW altında HES yapılmayacak’ maddesine aykırıdır.",true
"Göreve geldiğimizde turist sayısı 13 milyondu, bugün 40 milyonu aştı",mostly true
"'İstihdamı artıracağız' dediler, işsizlik rekoru kırdılar.",mostly true
Almanya parlamenter sistemle yönetiliyordu ama buna rağmen Hitler gibi bir diktatör ülkenin başına musallat oldu.,false
Türkiye'de elektrik üretimi tüm zamanların en yüksek değeri olan 43 bin megavatın üzerine çıktı.,mostly true
Ülkemizin demokrasi ve özgürlük kazanımları Cumhurbaşkanımızın 18 yıllık mücadelesiyle elde edildi,false
صدا و سیما زیان‌ده‌ترین نهاد عمومی کشور است.,true
İnsan hakları aktivisti Esra el Gamham hakkında Suudi Arabistan'da idam kararı verildiği iddiası,mostly false
Corona- und Influenza-Todeszahlen können sinnvoll verglichen werden,mostly false
2002'den bugüne kadar öğrenci sayısı 1 buçuk milyondan 5 buçuk milyona yükseldi.,mostly true
"Die Corona-Maßnahmen der Regierung waren unnötig und unwirksam, das zeigt die Reproduktionszahl des Virus",mostly false
"Suriye’den gelen 247 bin kişi kampta, 500 bin civarında kişi de yurt içine dağılmış vaziyette",mostly true
"Bir destek kanunu var çiftçiyle ilgili. Milli gelirin %1’inden daha az bir pay ayrılmamalıdır diyor. Milli gelirimiz şu anda, birkaç ay önceki rakamla söylüyorum, 4,5 trilyon civarında. %1’i 45 milyar eder, şu anda 16 milyar verildi bu demektir ki 29 milyar daha verilmesi icap ederdi, verilmiyor.",mostly true
Statistikerin warnt vor extremer Fehlerquote: Jeder zweite positive Corona-Test ist falsch,mostly true
Resmin Bulgar ve Yunan askerleri Türk askerinin fesine haç çizerken gösterdiği iddiası,true
RTÜK'ten NTV Spor'a prezervatif cezası,true
Gelir dağılımı adaletsizliği açısından dünya üçüncüsüyüz.,false
En az gelişmiş 20 ülkeye baktığımızda 15’inde başkanlık sistemi var.,true
Grünen-Politikerin verharmlost Mord an Freiburger Studentin,false
China profitiert von Corona-Pandemie,mostly false
موسسات معتبر بین‌المللی ایران را جزو امن‌ترین کشورهای جهان برای سفر معرفی کرده‌اند.,mostly true
"Ein „Arabermob“ habe versucht, Studentinnen zu vergewaltigen",false
Ekkehart Rackete arbeitet in der Rüstungsindustrie,true
Kadınlara atfedilen bazı kelimelerin farklı dillerdeki anlamlarına dönük iddia,mostly false
"AK Parti iktidara geldiğinde Ankara’da 84 büyükelçilik vardı, şimdi 117 büyükelçilik var.",mostly true
Koronavirüsün aşısını bulduğu iddia edilen Türk doktor,false
Kuveyt'te bir televizyon programındaki İslam tartışması ve altyazıları,true
„Deutschland 2018: 860.000 Menschen ohne eigene Wohnung – Tendenz steigend“,mostly false
Dünyada 100 marka arasında bir tane Türk markası yok.,true
Das Foto eines toten Babys entstand in einem Studio,false
"Bu dönemde Türkiye’nin Avrupa’ya yüzde 57 olan ihracatı yüzde 37’ye düştü, etrafındaki ülkelerle ihracatı yüzden 8’den yüzde 33’e yükseldi",mostly true
NASA vs Diyanet - 4: Kadının toplumsal rolüne bakış açısından karşılaştırmalar,true
Annesiyle birlikte cezaevinde kalan 0-6 yaş çocukların sayısı,mostly false
Markus Söder hat Kritikern der Corona-Maßnahmen mit Gefängnis gedroht,false
2017'de 154 milyon dolar civarında olan ikili ticaret hacmimiz 2018'in daha ilk 9 ayında 1 milyar doları aşmış vaziyette.,true
Starbucks'ın Suudi Arabistan'da farklı logo kullandığı iddiası,mostly false
Zitat von Robert Habeck: „Vaterlandsliebe fand ich stets zum Kotzen. Ich wusste mit Deutschland noch nie etwas anzufangen und weiß es bis heute nicht.“,true
Kümbetin arkasına öğrenci yurdu yapıldığı iddiası,true
"Türkiye’nin nüfusu 78 milyon, acile başvuru 112 milyon.",true
2023'te 2 trilyon dolar milli gelir hedeflendiğini ancak programa göre 2017'de bunun yarısına bile ulaşılamayacak...,true
Türkiye’nin enflasyon oranı dünya ortalamasının beş katının üstüne çıktı.,mostly true
Geteilter Kettenbrief: Text mit Widerspruch gegen Nutzungsbedingungen von Facebook,false
Diese Somalier raubten ein deutsches Schiff aus – nun leben sie in Hamburg mit Hartz-4,mostly false
"Foto zeigt angeblich, dass Susanne Hennig-Wellsow Erich Honecker Blumenstrauß überreichte",false
Cannabis heilt alle Arten von Krebs.,false
Yurtiçi tasarrufları AK Parti iktidarı döneminde cumhuriyet tarihinin en düşük seviyesine düştü.,mostly true
CHP milletvekilleri Adalet Mitingi yerine Kazlıçeşme Mitingi fotoğrafı paylaştı iddiası,true
„Strahlende“ Lebensmittel aus #Fukushima,mostly true
"AK Parti 56 ilde birinci oldu. 23 ilde ikinci parti, sadece 2 ilde 3. parti. CHP ise 37 ilde temsil edilmiyor.",true
در همه دنیا برای پوشش دانشجویان در دانشگاه قوانینی بعضا سخت وجود دارد که دانشجویان در محیط دانشگاه ملزم به رعایت آن هستند.,false
Willkommen im Schlaraffenland!,false
طبق آمار وزارت کشاورزی آمریکا ۴۱ میلیون نفر با مشکل گرسنگی دست و پنجه نرم می‌کنند.,true
Çankırı’nın dışında tüm illerde hava kirliliği PM 10 değerini aşıyor.,mostly true
"Geçen yıl aynı dönemde 1,8 milyar TL faiz dışı fazla varken, bu yıl faiz dışı bütçe açığı da 12,3 milyar TL’ ye ulaşarak yeni bir rekora imza atmıştır.",true
"Hububat üreticisi, 2003’ten bu yana alın terinin karşılığını alamıyor. O tarihlerde 1 litre mazot almak için 2,5 kg buğday satan çiftçi, bugün yaklaşık 5 kg buğday satmak zorunda.",mostly false
Oliver Welke spricht bei Klaas' Late Night Berlin über sein Bitcoin-Investment.,false
"(2002 – 2012 enerji kaynak kullanımı) doğal gaz kullanımı yüzde 17 iken yüzde 32 seviyelerine çıkmış,  petrol kullanımı yüzde 41 iken yüzde 26 seviyesine düşmüş, ""yenilenebilir enerji"" kaynakları yüzde 0,3’ten yüzde 4’e çıkmıştır.",mostly true
Videonun 10 Kasım'da Güney Kore’deki bir televizyon kanalında yayınlandığı iddiası,false
"Türkiye'de, 2015'te nişasta bazlı şekerin üretim kotası yüzde 30 arttırıldı. AB'de ise kota yüzde 2-3 oranında.",mostly false
Jeden vierten Tag tötet ein Ausländer einen Deutschen,mostly false
"Ekim ayının sanayi üretimi bir önceki yılın aynı ayına göre yüzde 4,6 oranında önemli bir artış gösterdi. 2005’ten bu yana en yüksek seviyeye ulaştık.",true
Gürcistan’dan Türkiye’ye girerken yol tabelasında “Good Luck” yazıyor iddiası,true
Drei von 10 Millionen Gasmolekülen sind CO2 aus Deutschland,mostly false
"(DSP-MHP-ANAP hükümeti için) IMF’e borçlandılar, ne kadar? 23,5 milyar dolar.",true
Diese Somalier raubten ein deutsches Schiff aus – nun leben sie in Hamburg mit Hartz-4,mostly false
Sera gazının azaltımında pek çok ülkeden daha başarılı konumdayız.,false
"500 Migranten greifen Polizisten an, Amokfahrer aus Bottrop war Bosnier, Polizeigewerkschaft prognostiziert düstere Zeiten",mostly false
KKTC’deki kişi başına milli gelirin aşağı yukarı eskiden 10 da biri iken bugün yarı nispetine ulaşması da gerçekten dikkate alınması gereken bir faktördür.,mostly true
"Vier Fotos verletzter Polizisten, angeblich aus Stuttgart",false
Videonun döyüşdən qaçan Azərbaycanlıları göstərdiyi iddiası,false
"Türkiye için AB, ABD’den 10 kat daha önemli bir ticari partner. Türkiye, ihracatının yüzde 50’sini AB’yle, yüzde 5'ini ABD’yle yapıyor.",true
Öğrencilerin Bolu'daki AK Parti mitingine katıldığı iddiası,true
"Belediye ne yapmış, Türkiye’nin en pahalı suyunu satmış, Ankara birinci.",mostly true
Kızılay’ın Başkent Gaz’ın yaptığı bağışla Ensar Vakfı’yla proje yürüttüğü iddiası,true
Bugünkü kriz döneminde dahi 950 milyardan 750 milyara düşmüş milli gelirimize rağmen bölgenin en büyük ekonomisi. (Orta Doğu ve komşu ülkeler),mostly false
"2016'nın ilk 6 ayında elektrik tüketiminde yüzde 5,3 artış var.",true
"G20’nin kalkınma hedefi yüzde 2, Türkiye ise ortalama yüzde 5 büyüyor",mostly true
Soruların bekçi alımı için yapılan sınavda sorulduğu iddiası,true
Fotoğrafın I. Dünya Savaşı’nda Türk askerini taşıyan ambulans eşeği gösterdiği iddiası,false
"18 yıl önce, sahra altı Afrika ülkeleri ile dış ticaret hacmimiz 580 milyon dolar gibi oldukça düşük bir seviyedeydi. 2015’te ise, 6 milyar dolar seviyesine yaklaştı.",true
"15 Temmuz’dan itibaren kendi ligimizde parası (dolar karşısında) en hızlı değer kaybeden 2’nci ülke Türkiye, 1’inci de Meksika.",mostly true
12 yılda üreticilerimize 70 milyar lira nakit hibe desteği sağladık.,true
RTÜK'ten Nakşibendilik Sempozyumu'na kamu spotu izni,true
İstanbul kişi başına düşen yeşil alan miktarı açısından Ankara ve İzmir’in gerisinde. Dünya üzerinde popüler 50 şehir arasında İstanbul sondan ikinci sırada.,true
Kişi başına gelir sıralamasında 2005'te bu memleket 56'ncıydı bugün 64'üncü.,mostly true
"Die Corona-Maßnahmen der Regierung waren unnötig und unwirksam, das zeigt die Reproduktionszahl des Virus",mostly false
İtalya’da koronavirüse karşı Kuran okunduğu iddiası,true
Mevcut iktidarın desteklediği kadın politikaları ile hayatı evle sınırlı kadın sayısı 4 milyonu aştı.,mostly false
